Date,Demand,,max,min,avg
07/27/2021,3.2,,24.4,14.5,19.5
07/28/2021,1.6,,26.5,14.2,20.4
07/29/2021,1.6,,25.8,15.5,20.7
07/30/2021,1.0,,28.1,15.2,21.7
07/31/2021,0.9,,26.1,17.6,21.9
08/01/2021,0.4,,26.2,17.7,22
08/02/2021,0.7,,23.4,15.6,19.5
08/03/2021,1.7,,25.2,15.9,20.6
08/04/2021,1.6,,25.2,15.3,20.3
08/05/2021,2.1,,28.9,17,23
08/06/2021,2.5,,23.6,17.7,20.7
08/07/2021,0.4,,22.2,14,18.1
08/08/2021,0.0,,22.3,15.2,18.8
08/09/2021,1.6,,23,14.9,19
08/10/2021,1.6,,24.1,15.4,19.8
08/11/2021,2.0,,25.7,15.8,20.8
08/12/2021,0.6,,27.6,18.8,23.2
08/13/2021,1.8,,28.9,16.6,22.8
08/14/2021,1.4,,28.1,16.7,22.4
08/15/2021,0.2,,24.9,15.8,20.4
08/16/2021,1.5,,21.2,16.2,18.7
08/17/2021,1.2,,21.1,14.5,17.8
08/18/2021,1.5,,20.8,13,16.9
08/19/2021,1.0,,22.7,14.1,18.4
08/20/2021,1.6,,18.8,13.7,16.3
08/21/2021,0.7,,21.9,14.8,18.4
08/22/2021,0.2,,22.6,14.7,18.7
08/23/2021,1.7,,20.3,12.8,16.6
08/24/2021,2.5,,22.2,9.4,15.8
08/25/2021,2.2,,25.3,11.2,18.3
08/26/2021,2.3,,17.5,15.1,16.3
08/27/2021,0.9,,20.1,14.2,17.2
08/28/2021,0.5,,21,9.9,15.5
08/29/2021,0.4,,21.2,12.5,16.9
08/30/2021,1.9,,18.3,13.3,15.8
08/31/2021,0.7,,20.2,11.2,15.7
09/01/2021,1.9,,18.8,8.8,13.8
09/02/2021,0.7,,20.9,10.5,15.7
09/03/2021,1.2,,23.9,11.4,17.7
09/04/2021,0.0,,19.8,12.4,16.1
09/05/2021,0.5,,19.4,14.9,17.2
09/06/2021,0.0,,21.4,12.7,17.1
09/07/2021,2.2,,21.9,12,17
09/08/2021,2.2,,24.3,14.5,19.4
09/09/2021,0.8,,26,14.6,20.3
09/10/2021,0.7,,23.5,15,19.3
09/11/2021,0.2,,17.3,14.4,15.9
09/12/2021,0.2,,18.1,12.9,15.5
09/13/2021,1.3,,18.1,10.5,14.3
09/14/2021,1.1,,14.5,12.2,13.4
09/15/2021,1.5,,17.2,11.9,14.6
09/16/2021,2.4,,15.8,6,10.9
09/17/2021,3.5,,14.2,10.9,12.6
09/18/2021,1.5,,18.7,11.9,15.3
09/19/2021,1.0,,15.6,11,13.3
09/20/2021,1.5,,17.1,10.3,13.7
09/21/2021,1.2,,17.9,8.2,13.1
09/22/2021,2.0,,17.9,12.3,15.1
09/23/2021,1.4,,17.1,11,14.1
09/24/2021,0.8,,18.3,8.6,13.5
09/25/2021,0.0,,22.3,10.2,16.3
09/26/2021,0.0,,15.4,12.2,13.8
09/27/2021,2.4,,16.9,11.5,14.2
09/28/2021,2.0,,17.1,11.5,14.3
09/29/2021,1.6,,12.8,10.4,11.6
09/30/2021,0.9,,15.4,11,13.2
10/01/2021,,,14.8,7.8,11.3
10/02/2021,,,14.2,8.8,11.5
10/03/2021,,,14.3,9.9,12.1
10/04/2021,,,14.4,8.5,11.5
10/05/2021,,,14.2,7.2,10.7
10/06/2021,,,12.9,5.2,9.1
10/07/2021,,,13,5.2,9.1
10/08/2021,,,12.5,5.6,9.1
10/09/2021,,,11.8,5.4,8.6
10/10/2021,,,12.8,8.6,10.7
10/11/2021,,,11.2,3.4,7.3
10/12/2021,,,9.3,2.9,6.1
10/13/2021,,,9.9,4.6,7.3
10/14/2021,,,10,7.2,8.6
10/15/2021,,,11.9,9.6,10.8
10/16/2021,,,14.4,11,12.7
10/17/2021,,,12.9,9,11
10/18/2021,,,12.5,6.1,9.3
10/19/2021,,,14.1,2.4,8.3
10/20/2021,,,13.4,6.8,10.1
10/21/2021,,,17.9,10.2,14.1
10/22/2021,,,13.1,8.1,10.6
10/23/2021,,,11.6,9.1,10.4
10/24/2021,,,13.1,9.3,11.2
10/25/2021,,,13.1,10.8,12
10/26/2021,,,12,8.7,10.4
10/27/2021,,,13.3,7.4,10.4
10/28/2021,,,9.7,7.7,8.7
10/29/2021,,,10.3,4.4,7.4
10/30/2021,,,9.4,0,4.7
10/31/2021,,,9.7,-0.7,4.5
11/01/2021,,,9.8,-0.5,4.7
11/02/2021,,,11.3,5.2,8.3
11/03/2021,,,12.8,9.7,11.3
11/04/2021,,,13.8,7.9,10.9
11/05/2021,,,11.2,7.1,9.2
11/06/2021,,,8.6,5.1,6.9
11/07/2021,,,,,
11/08/2021,,,,,
11/09/2021,,,,,
11/10/2021,,,,,
11/11/2021,,,,,
11/12/2021,,,,,
11/13/2021,,,,,
11/14/2021,,,,,
11/15/2021,,,,,
11/16/2021,,,,,
11/17/2021,,,,,
11/18/2021,,,,,
11/19/2021,,,,,
11/20/2021,,,,,
11/21/2021,,,,,
11/22/2021,,,,,
11/23/2021,,,,,
11/24/2021,,,,,
11/25/2021,,,,,
11/26/2021,,,,,
11/27/2021,,,,,
11/28/2021,,,,,
11/29/2021,,,,,
11/30/2021,,,,,
12/01/2021,,,,,
12/02/2021,,,,,
12/03/2021,,,,,
12/04/2021,,,,,
12/05/2021,,,,,
12/06/2021,,,,,
12/07/2021,,,,,
12/08/2021,,,,,
12/09/2021,,,,,
12/10/2021,,,,,
12/11/2021,,,,,
12/12/2021,,,,,
12/13/2021,,,,,
12/14/2021,,,,,
12/15/2021,,,,,
12/16/2021,,,,,
12/17/2021,,,,,
12/18/2021,,,,,
12/19/2021,,,,,
12/20/2021,,,,,
12/21/2021,,,,,
12/22/2021,,,,,
12/23/2021,,,,,
12/24/2021,,,,,
12/25/2021,,,,,
12/26/2021,,,,,
12/27/2021,,,,,
12/28/2021,,,,,
12/29/2021,,,,,
12/30/2021,,,,,
12/31/2021,,,,,
01/01/2016,6.0,,-1.5,-3.5,-2.5
01/02/2016,7.8,,2,-2.7,-0.4
01/03/2016,3.6,,0.9,-4.3,-1.7
01/04/2016,15.0,,-3.6,-11.4,-7.5
01/05/2016,16.0,,-2.4,-13.2,-7.8
01/06/2016,10.7,,1.9,-6.8,-2.5
01/07/2016,9.2,,6.1,-3.5,1.3
01/08/2016,7.2,,5,-2.5,1.3
01/09/2016,3.7,,9.6,3.1,6.4
01/10/2016,5.7,,5.6,-7.8,-1.1
01/11/2016,16.4,,-5.8,-12.1,-9
01/12/2016,14.1,,-2.8,-9.5,-6.2
01/13/2016,13.4,,-7.6,-11.3,-9.5
01/14/2016,11.7,,0.8,-7.6,-3.4
01/15/2016,7.9,,4.2,-5.3,-0.6
01/16/2016,4.1,,2.7,-1.5,0.6
01/17/2016,7.3,,-1.5,-12,-6.8
01/18/2016,18.6,,-8.1,-12.4,-10.3
01/19/2016,12.8,,-5,-12.8,-8.9
01/20/2016,12.3,,-6.7,-12.8,-9.8
01/21/2016,9.2,,-3.4,-11.9,-7.7
01/22/2016,11.4,,-2.5,-6.2,-4.4
01/23/2016,8.1,,-0.6,-7.7,-4.2
01/24/2016,5.5,,1.1,-7.9,-3.4
01/25/2016,9.7,,5.2,-3.3,1
01/26/2016,8.6,,6.9,-0.4,3.3
01/27/2016,7.1,,1.7,-2.7,-0.5
01/28/2016,8.9,,,-2.7,
01/29/2016,7.1,,-0.8,-5.1,-3
01/30/2016,3.3,,9.5,-2.6,3.5
01/31/2016,2.9,,10.4,1.4,5.9
02/01/2016,9.1,,7.4,-2.6,2.4
02/02/2016,7.2,,9.9,-3.3,3.3
02/03/2016,7.3,,13.2,2.1,7.7
02/04/2016,9.6,,2.1,-4.8,-1.4
02/05/2016,9.1,,2.4,-6.8,-2.2
02/06/2016,6.3,,2.7,-4.2,-0.8
02/07/2016,3.5,,8.3,-0.7,3.8
02/08/2016,8.4,,4.9,0.9,2.9
02/09/2016,9.4,,1.1,-4.1,-1.5
02/10/2016,11.4,,-3.9,-10.7,-7.3
02/11/2016,12.8,,-6.4,-11.9,-9.2
02/12/2016,9.2,,-4.2,-13.5,-8.9
02/13/2016,11.7,,-9.1,-15.8,-12.5
02/14/2016,9.8,,-7.5,-17.1,-12.3
02/15/2016,8.8,,-1.5,-8.2,-4.9
02/16/2016,8.1,,-0.9,-2.5,-1.7
02/17/2016,9.7,,0.2,-9.9,-4.9
02/18/2016,7.7,,-0.8,-11.8,-6.3
02/19/2016,5.4,,14.4,-0.8,6.8
02/20/2016,3.2,,16.9,1.7,9.3
02/21/2016,4.7,,5.7,-2.7,1.5
02/22/2016,9.1,,1.9,-4.6,-1.4
02/23/2016,7.5,,5.1,-5.3,-0.1
02/24/2016,8.8,,0.9,-0.9,0
02/25/2016,5.7,,1,-4,-1.5
02/26/2016,6.8,,-0.2,-5.3,-2.8
02/27/2016,4.1,,6.3,-2.5,1.9
02/28/2016,1.6,,15.6,2.3,9
02/29/2016,5.8,,9.1,-3.3,2.9
03/01/2016,9.9,,-0.1,-5.7,-2.9
03/02/2016,6.8,,-3.3,-8,-5.7
03/03/2016,10.4,,-1.1,-8.7,-4.9
03/04/2016,5.1,,-0.4,-6.1,-3.3
03/05/2016,5.6,,-0.1,-2.8,-1.5
03/06/2016,3.6,,2.6,-5.3,-1.4
03/07/2016,5.0,,16.6,1.5,9.1
03/08/2016,3.4,,19.5,7.7,13.6
03/09/2016,3.7,,19.8,9.4,14.6
03/10/2016,3.0,,13.3,3.8,8.6
03/11/2016,4.8,,8.1,-0.5,3.8
03/12/2016,4.0,,12.6,-2.1,5.3
03/13/2016,2.4,,7.4,5.6,6.5
03/14/2016,4.7,,16.6,5.7,11.2
03/15/2016,3.9,,10.3,5.8,8.1
03/16/2016,4.4,,15.3,6.2,10.8
03/17/2016,4.7,,13.4,2.8,8.1
03/18/2016,3.2,,8.3,-1.8,3.3
03/19/2016,6.9,,4.1,-3.2,0.5
03/20/2016,4.6,,5.7,-2.9,1.4
03/21/2016,7.2,,7.3,-3,2.2
03/22/2016,3.7,,15.9,-1.8,7.1
03/23/2016,4.1,,10.3,2.5,6.4
03/24/2016,4.3,,12.9,2.1,7.5
03/25/2016,2.7,,6.2,-1.7,2.3
03/26/2016,4.7,,6.3,-3.4,1.5
03/27/2016,2.4,,19.1,-1,9.1
03/28/2016,6.3,,10,4.2,7.1
03/29/2016,4.1,,8.4,0,4.2
03/30/2016,5.7,,15.2,-1.1,7.1
03/31/2016,3.1,,16.5,11.2,13.9
04/01/2016,3.9,,11.9,4.4,8.2
04/02/2016,3.8,,4.9,-3.5,0.7
04/03/2016,4.7,,6.6,-5.6,0.5
04/04/2016,9.2,,3,-5.5,-1.3
04/05/2016,7.2,,2.4,-6.3,-2
04/06/2016,10.3,,12.6,-0.4,6.1
04/07/2016,4.5,,6.7,-0.4,3.2
04/08/2016,5.1,,5.8,-2.3,1.8
04/09/2016,5.9,,1.2,-4.1,-1.5
04/10/2016,5.8,,7.8,-3.9,2
04/11/2016,6.1,,14.7,2.2,8.5
04/12/2016,6.1,,8.9,0,4.5
04/13/2016,4.8,,8.7,-0.8,4
04/14/2016,3.1,,12.7,-0.7,6
04/15/2016,3.1,,19,1,10
04/16/2016,2.0,,22,3.9,13
04/17/2016,1.8,,23.5,5.7,14.6
04/18/2016,3.8,,25.4,6.3,15.9
04/19/2016,5.7,,15.6,5.6,10.6
04/20/2016,5.7,,18.3,3.5,10.9
04/21/2016,3.7,,16.2,9,12.6
04/22/2016,4.1,,16.1,4.1,10.1
04/23/2016,2.2,,12.6,2.9,7.8
04/24/2016,1.2,,17.6,0.4,9
04/25/2016,5.9,,20.5,6.1,13.3
04/26/2016,5.0,,11.9,5.5,8.7
04/27/2016,3.7,,13.7,3.2,8.5
04/28/2016,6.7,,9.3,4.8,7.1
04/29/2016,5.3,,10,4.6,7.3
04/30/2016,4.0,,12.3,3.2,7.8
05/01/2016,3.6,,12.1,8.1,10.1
05/02/2016,6.5,,12.2,5.9,9.1
05/03/2016,5.0,,16.2,4.7,10.5
05/04/2016,2.0,,15.7,9.3,12.5
05/05/2016,2.9,,18.4,6.4,12.4
05/06/2016,3.1,,21.1,7.7,14.4
05/07/2016,0.9,,22.8,6.9,14.9
05/08/2016,0.9,,18.8,4.1,11.5
05/09/2016,4.3,,16.6,4.4,10.5
05/10/2016,3.3,,12.8,8.9,10.9
05/11/2016,2.4,,19.9,11,15.5
05/12/2016,1.9,,24.4,10.4,17.4
05/13/2016,5.3,,20.4,12.4,16.4
05/14/2016,5.2,,12.8,4.6,8.7
05/15/2016,5.4,,9.9,0.5,5.2
05/16/2016,5.8,,19.8,3.4,11.6
05/17/2016,1.0,,16.6,8.1,12.4
05/18/2016,1.2,,17.5,6,11.8
05/19/2016,2.7,,20,5.4,12.7
05/20/2016,4.3,,21.4,6.7,14.1
05/21/2016,1.8,,20.4,8.6,14.5
05/22/2016,3.6,,20.3,8.4,14.4
05/23/2016,4.5,,24.6,7.2,15.9
05/24/2016,27.3,,28.7,10.7,19.7
05/25/2016,53.2,,29.8,14.6,22.2
05/26/2016,61.0,,29.9,19.2,24.6
05/27/2016,43.6,,29.2,18,23.6
05/28/2016,25.6,,32.2,17.8,25
05/29/2016,21.3,,30.7,18.4,24.6
05/30/2016,22.3,,28.6,15.6,22.1
05/31/2016,23.5,,26.1,13.1,19.6
06/01/2016,11.3,,28.5,12.5,20.5
06/02/2016,12.5,,29,15.8,22.4
06/03/2016,12.1,,27.2,13.1,20.2
06/04/2016,6.8,,27.3,15.2,21.3
06/05/2016,2.7,,24.3,15.8,20.1
06/06/2016,10.3,,28.4,15.1,21.8
06/07/2016,6.0,,21,12.1,16.6
06/08/2016,3.3,,21,9.1,15.1
06/09/2016,5.5,,23.8,9.7,16.8
06/10/2016,13.3,,28.5,15.2,21.9
06/11/2016,19.5,,34.3,19.3,26.8
06/12/2016,8.6,,25.6,13.6,19.6
06/13/2016,13.6,,22.5,10.9,16.7
06/14/2016,4.5,,25.1,15.7,20.4
06/15/2016,12.6,,29.8,15.3,22.6
06/16/2016,7.1,,25.9,17.5,21.7
06/17/2016,10.6,,29.1,15.3,22.2
06/18/2016,9.7,,31.1,14.6,22.9
06/19/2016,11.8,,31.9,17.4,24.7
06/20/2016,35.1,,33,18.2,25.6
06/21/2016,14.3,,28.5,13.9,21.2
06/22/2016,11.7,,27.2,15.7,21.5
06/23/2016,11.1,,24.8,14.5,19.7
06/24/2016,9.2,,27.4,13,20.2
06/25/2016,7.7,,30.3,13.7,22
06/26/2016,10.0,,33.3,19,26.2
06/27/2016,27.2,,33.9,18.5,26.2
06/28/2016,13.3,,22.7,14,18.4
06/29/2016,6.4,,26.7,10.7,18.7
06/30/2016,10.0,,27.6,13.3,20.5
07/01/2016,2.9,,24.6,15.7,20.2
07/02/2016,3.2,,24.9,11.9,18.4
07/03/2016,3.4,,25.9,13.3,19.6
07/04/2016,14.0,,26.4,13,19.7
07/05/2016,16.6,,30.9,20.4,25.7
07/06/2016,23.3,,30.5,19.4,25
07/07/2016,18.0,,31,20.2,25.6
07/08/2016,19.4,,29.8,19.5,24.7
07/09/2016,8.0,,25.3,18,21.7
07/10/2016,7.8,,27.6,16.6,22.1
07/11/2016,16.9,,29.9,18.4,24.2
07/12/2016,15.0,,32,20.4,26.2
07/13/2016,24.0,,33.1,21.4,27.3
07/14/2016,15.2,,29.6,20.5,25.1
07/15/2016,9.8,,27,18.4,22.7
07/16/2016,5.9,,22.9,16.5,19.7
07/17/2016,4.7,,29.2,15.3,22.3
07/18/2016,15.7,,29.9,18,24
07/19/2016,13.8,,26.8,15.2,21
07/20/2016,12.2,,28.9,14.5,21.7
07/21/2016,11.1,,32.1,20.1,26.1
07/22/2016,23.6,,34.3,22.9,28.6
07/23/2016,20.5,,34.4,20.5,27.5
07/24/2016,9.4,,29.2,20.5,24.9
07/25/2016,14.8,,33,23.6,28.3
07/26/2016,10.9,,29.3,17,23.2
07/27/2016,19.3,,31.6,18.1,24.9
07/28/2016,13.4,,28.8,20.8,24.8
07/29/2016,9.7,,28.2,20.3,24.3
07/30/2016,6.7,,26,20.1,23.1
07/31/2016,7.3,,28,19.4,23.7
08/01/2016,8.3,,28.4,18.8,23.6
08/02/2016,10.7,,29.6,18.9,24.3
08/03/2016,16.2,,30.9,17.3,24.1
08/04/2016,14.1,,31.8,18,24.9
08/05/2016,20.1,,30.5,22.1,26.3
08/06/2016,9.1,,29,18.1,23.6
08/07/2016,7.6,,28.7,16.1,22.4
08/08/2016,13.3,,28,14,21
08/09/2016,13.3,,31.2,17.1,24.2
08/10/2016,16.0,,33.5,20.1,26.8
08/11/2016,22.8,,32.5,22.3,27.4
08/12/2016,17.6,,33.8,23,28.4
08/13/2016,10.8,,29.2,22.8,26
08/14/2016,7.4,,26.8,20.4,23.6
08/15/2016,12.9,,25.6,19.3,22.5
08/16/2016,13.0,,27.5,18.6,23.1
08/17/2016,9.6,,27.8,17.6,22.7
08/18/2016,9.3,,28.4,18.9,23.7
08/19/2016,12.4,,29.8,18.8,24.3
08/20/2016,9.4,,29,20.2,24.6
08/21/2016,3.9,,26,15.8,20.9
08/22/2016,9.5,,24.6,13.3,19
08/23/2016,6.9,,26,13.1,19.6
08/24/2016,10.8,,28.1,15.5,21.8
08/25/2016,9.9,,29.9,,
08/26/2016,15.0,,28.4,17.2,22.8
08/27/2016,8.2,,29.1,18.8,24
08/28/2016,10.8,,29.4,19.3,24.4
08/29/2016,15.2,,26.7,17.9,22.3
08/30/2016,7.2,,26.9,16.8,21.9
08/31/2016,8.8,,26,16.8,21.4
09/01/2016,6.9,,22.5,15.5,19
09/02/2016,2.5,,22.2,13.8,18
09/03/2016,1.7,,23.8,12.8,18.3
09/04/2016,3.9,,25.6,12.2,18.9
09/05/2016,5.7,,28.3,12.5,20.4
09/06/2016,21.9,,31.6,19.2,25.4
09/07/2016,18.8,,32.1,23.1,27.6
09/08/2016,11.4,,27.7,22.1,24.9
09/09/2016,6.7,,29.6,16.9,23.3
09/10/2016,5.7,,25.9,16.4,21.2
09/11/2016,2.0,,21.9,12.3,17.1
09/12/2016,8.5,,23.5,10.4,17
09/13/2016,7.1,,27,12.9,20
09/14/2016,5.2,,22.6,14.3,18.5
09/15/2016,1.8,,22.3,12.5,17.4
09/16/2016,4.0,,25.8,10.5,18.2
09/17/2016,3.8,,23.3,18.9,21.1
09/18/2016,2.8,,26.7,15.8,21.3
09/19/2016,8.8,,28.1,13.2,20.7
09/20/2016,8.0,,26.3,14.1,20.2
09/21/2016,8.8,,27.8,12.4,20.1
09/22/2016,10.6,,30.8,15.6,23.2
09/23/2016,6.6,,24.2,16.5,20.4
09/24/2016,1.9,,19.8,10.8,15.3
09/25/2016,1.8,,22.8,10.1,16.5
09/26/2016,4.1,,20.3,10.5,15.4
09/27/2016,6.5,,21.3,10.9,16.1
09/28/2016,8.1,,16.2,11.3,13.8
09/29/2016,17.4,,17.9,13.9,15.9
09/30/2016,25.1,,17.3,14.9,16.1
10/01/2016,11.3,,20.8,12.1,16.5
10/02/2016,6.8,,20.6,10.8,15.7
10/03/2016,20.0,,19.3,10.6,15
10/04/2016,7.7,,23.6,10.1,16.9
10/05/2016,10.0,,25.3,13.9,19.6
10/06/2016,10.2,,27.1,15.4,21.3
10/07/2016,8.5,,26,13.7,19.9
10/08/2016,4.9,,16.1,7.3,11.7
10/09/2016,9.1,,15.6,5.3,10.5
10/10/2016,9.7,,16.6,3.8,10.2
10/11/2016,17.6,,19.5,6.9,13.2
10/12/2016,12.6,,25.7,9.8,17.8
10/13/2016,7.1,,14.2,4.6,9.4
10/14/2016,11.6,,16.2,2.5,9.4
10/15/2016,9.0,,22.6,4.6,13.6
10/16/2016,1.8,,21.5,16.9,19.2
10/17/2016,8.4,,27.2,17.1,22.2
10/18/2016,4.8,,25.3,14.4,19.9
10/19/2016,6.1,,21.4,8.9,15.2
10/20/2016,5.7,,15.2,9.2,12.2
10/21/2016,13.3,,11.3,5.1,8.2
10/22/2016,14.5,,10.7,4.2,7.5
10/23/2016,4.4,,17.7,5.3,11.5
10/24/2016,13.0,,12.2,5,8.6
10/25/2016,16.4,,11.9,0.9,6.4
10/26/2016,24.6,,7.5,0.9,4.2
10/27/2016,18.6,,8.6,2.9,5.8
10/28/2016,13.9,,12,0.4,6.2
10/29/2016,3.6,,21.5,11.6,16.6
10/30/2016,3.1,,12.2,3.8,8
10/31/2016,9.9,,11.6,1.3,6.5
11/01/2016,5.6,,23.9,7.2,15.6
11/02/2016,3.5,,18.2,12.3,15.3
11/03/2016,4.6,,16.1,9.1,12.6
11/04/2016,4.5,,12.9,4.7,8.8
11/05/2016,4.7,,19.1,4,11.6
11/06/2016,3.4,,17.6,4,10.8
11/07/2016,5.8,,18.4,2.8,10.6
11/08/2016,10.0,,14.4,5.8,10.1
11/09/2016,6.7,,11,2.6,6.8
11/10/2016,9.4,,15.9,2.1,9
11/11/2016,4.4,,11.8,0.9,6.4
11/12/2016,8.0,,9.4,-2.4,3.5
11/13/2016,7.4,,12.7,0.2,6.5
11/14/2016,10.3,,13.6,1.1,7.4
11/15/2016,8.0,,13.6,2.9,8.3
11/16/2016,7.3,,14.3,1.5,7.9
11/17/2016,4.6,,15.9,2.3,9.1
11/18/2016,5.2,,21.6,10.5,16.1
11/19/2016,7.2,,14.6,0,7.3
11/20/2016,15.6,,1.8,-3,-0.6
11/21/2016,21.0,,3.5,-3.6,-0.1
11/22/2016,13.6,,3.4,-5.9,-1.3
11/23/2016,10.8,,4.6,-4.1,0.3
11/24/2016,5.9,,8.2,3.7,6
11/25/2016,10.3,,6.3,3.6,5
11/26/2016,4.7,,5.6,1.7,3.7
11/27/2016,3.4,,7.7,-0.9,3.4
11/28/2016,8.6,,8.8,1,4.9
11/29/2016,5.5,,12.8,7.5,10.2
11/30/2016,5.9,,14.6,4.3,9.5
12/01/2016,8.2,,4.7,1.7,3.2
12/02/2016,8.0,,5,1.2,3.1
12/03/2016,7.3,,4,1.4,2.7
12/04/2016,2.9,,3.8,0.1,2
12/05/2016,8.6,,5.6,-2.8,1.4
12/06/2016,8.6,,4.7,-2.7,1
12/07/2016,9.3,,2.2,-1.3,0.5
12/08/2016,14.0,,-0.9,-3.9,-2.4
12/09/2016,9.7,,0.7,-4.9,-2.1
12/10/2016,8.3,,-1.4,-5.7,-3.6
12/11/2016,5.1,,0.2,-4.9,-2.4
12/12/2016,8.7,,1.8,-5.3,-1.8
12/13/2016,12.5,,-2.8,-12,-7.4
12/14/2016,16.5,,-8,-14.9,-11.5
12/15/2016,17.9,,-8.7,-15.8,-12.3
12/16/2016,13.7,,-6.3,-15.8,-11.1
12/17/2016,7.3,,-2.4,-6.3,-4.4
12/18/2016,4.4,,-4.6,-12,-8.3
12/19/2016,12.9,,-9.5,-19.5,-14.5
12/20/2016,12.5,,-0.4,-14.8,-7.6
12/21/2016,8.1,,0.7,-8.2,-3.8
12/22/2016,7.3,,4,-3.4,0.3
12/23/2016,4.1,,1.8,-4.3,-1.3
12/24/2016,4.6,,3.2,1,2.1
12/25/2016,1.1,,1.6,0.3,1
12/26/2016,4.0,,13.3,1,7.2
12/27/2016,5.4,,3.8,-1.5,1.2
12/28/2016,7.1,,2.4,-1.5,0.5
12/29/2016,6.1,,5.7,-1.6,2.1
12/30/2016,5.8,,-0.6,-2.2,-1.4
12/31/2016,3.3,,6.4,-1.7,2.4
01/01/2017,4.9,,3.7,-4.7,-0.5
01/02/2017,5.9,,5.2,-3.9,0.7
01/03/2017,5.7,,5.8,2.6,4.2
01/04/2017,12.9,,3,-7.7,-2.4
01/05/2017,10.4,,-7.3,-11.4,-9.4
01/06/2017,16.3,,-9.8,-17.3,-13.6
01/07/2017,11.2,,-9.3,-16.7,-13
01/08/2017,7.6,,-7.8,-13.7,-10.8
01/09/2017,11.3,,-1.6,-9,-5.3
01/10/2017,9.4,,8.2,-2.7,2.8
01/11/2017,7.3,,10.8,-1.2,4.8
01/12/2017,6.0,,13,-2.2,5.4
01/13/2017,8.6,,-2.1,-6.9,-4.5
01/14/2017,7.9,,-0.6,-6,-3.3
01/15/2017,4.4,,0.1,-8,-4
01/16/2017,9.4,,0.8,-7,-3.1
01/17/2017,9.0,,7.9,0,4
01/18/2017,6.2,,5,0.9,3
01/19/2017,6.7,,1.9,,
01/20/2017,6.0,,4.8,-0.2,2.3
01/21/2017,3.1,,13,2.2,7.6
01/22/2017,3.4,,8.4,3,5.7
01/23/2017,6.5,,5.8,3.3,4.6
01/24/2017,6.3,,5.1,0.5,2.8
01/25/2017,6.0,,8.1,1.9,5
01/26/2017,5.3,,4.4,0.2,2.3
01/27/2017,8.5,,1.3,-2.7,-0.7
01/28/2017,5.8,,-1.3,-2.9,-2.1
01/29/2017,4.8,,-1.1,-4.6,-2.9
01/30/2017,10.2,,-3.2,-8.3,-5.8
01/31/2017,10.4,,1,-4,-1.5
02/01/2017,5.8,,2.9,-3.9,-0.5
02/02/2017,8.0,,-1.1,-11.2,-6.2
02/03/2017,9.2,,-5,-11.8,-8.4
02/04/2017,7.1,,-1.7,-12.2,-7
02/05/2017,3.8,,2.7,-4.8,-1.1
02/06/2017,7.5,,2.8,-7.2,-2.2
02/07/2017,6.7,,11.9,0.2,6.1
02/08/2017,7.4,,4.3,-4.4,-0.1
02/09/2017,9.5,,-4.4,-8.8,-6.6
02/10/2017,8.4,,-0.3,-9,-4.7
02/11/2017,4.4,,7.4,-0.8,3.3
02/12/2017,4.3,,6.7,0.4,3.6
02/13/2017,7.9,,6,-1.4,2.3
02/14/2017,4.8,,9.3,-1,4.2
02/15/2017,9.3,,1.2,-3.7,-1.3
02/16/2017,9.5,,0.6,-4,-1.7
02/17/2017,5.5,,6.2,-2.1,2.1
02/18/2017,4.0,,19.1,3,11.1
02/19/2017,1.8,,17.9,1.7,9.8
02/20/2017,3.2,,10.7,-1.1,4.8
02/21/2017,8.0,,11.9,2,7
02/22/2017,3.6,,16.8,3.8,10.3
02/23/2017,2.7,,19.3,3.7,11.5
02/24/2017,3.9,,19.6,3.3,11.5
02/25/2017,4.5,,12.4,-4.2,4.1
02/26/2017,6.7,,4.5,-4.7,-0.1
02/27/2017,6.4,,9.7,-0.3,4.7
02/28/2017,5.5,,13.6,0,6.8
03/01/2017,5.1,,13.7,-3.3,5.2
03/02/2017,10.6,,0.7,-4.3,-1.8
03/03/2017,6.5,,-1.9,-6.2,-4.1
03/04/2017,7.8,,-1.3,-8.9,-5.1
03/05/2017,4.6,,4.3,-6.8,-1.3
03/06/2017,4.4,,12.7,3.5,8.1
03/07/2017,3.6,,14.8,3.2,9
03/08/2017,4.4,,12.3,2.7,7.5
03/09/2017,7.0,,6.4,-0.1,3.2
03/10/2017,5.7,,2.3,-9.2,-3.5
03/11/2017,7.0,,-1.6,-9.9,-5.8
03/12/2017,6.4,,-0.5,-8.6,-4.6
03/13/2017,9.1,,-4.5,-7.1,-5.8
03/14/2017,8.7,,-5.2,-8.9,-7.1
03/15/2017,10.5,,-0.8,-9,-4.9
03/16/2017,6.1,,4.2,-9.6,-2.7
03/17/2017,6.9,,2.7,-6.2,-1.8
03/18/2017,3.1,,4.6,0.2,2.4
03/19/2017,3.3,,6,-0.6,2.7
03/20/2017,6.4,,5.5,-0.6,2.5
03/21/2017,3.4,,14,-3.7,5.2
03/22/2017,7.8,,0.4,-6.3,-3
03/23/2017,5.6,,5.8,-7,-0.6
03/24/2017,2.6,,23.1,2.9,13
03/25/2017,2.7,,7.2,3.4,5.3
03/26/2017,1.9,,10,3.3,6.7
03/27/2017,3.3,,16.2,7.1,11.7
03/28/2017,8.1,,10.8,1.8,6.3
03/29/2017,4.2,,12.7,-0.1,6.3
03/30/2017,7.7,,5,2.3,3.7
03/31/2017,6.7,,5.1,2.8,4
